"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 24 00:57:23 IST 2023","Tue Oct 24 00:57:27 IST 2023","3891","chromium","LoginTest.spec.ts","","","","Login with invalid email id",""
